model,window,dataset,split,aggregation,subset,score,value,se,n_pairs,n_ties,p_value,q_value
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_l2_flat_middle,0.5327102803738317,0.02411663818372561,428,0,0.09590003740612346,0.8784736250942607
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_l2_lastpos_last,0.4929906542056075,0.024166037276387962,428,0,0.632431140988619,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_l2_lastpos_middle,0.5280373831775701,0.024130384980553168,428,0,0.13311262377209465,0.9900938958254974
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_l2_mean_last,0.5163551401869159,0.024155479119047002,428,0,0.26490231990029545,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_l2_mean_middle,0.5467289719626168,0.02406263260331551,428,0,0.029642394793646113,0.6239006886214987
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_l2_varpos_last,0.4953271028037383,0.02416735672173117,428,0,0.5954703043449783,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_l2_varpos_middle,0.5,0.02416841222614159,428,0,0.5192723424868324,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_flat_last,0.4649532710280374,0.024108968296243326,428,0,0.9330378587026469,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_flat_middle,0.45093457943925236,0.02405176390568391,428,0,0.9812294860243208,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_lastpos_last,0.4953271028037383,0.02416735672173117,428,0,0.5954703043449783,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_lastpos_middle,0.4953271028037383,0.02416735672173117,428,0,0.5954703043449783,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_mean_last,0.5,0.02416841222614159,428,0,0.5192723424868324,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_mean_middle,0.48130841121495327,0.02415151862007479,428,0,0.7943686343318258,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_varpos_last,0.544392523364486,0.024072966566687885,428,0,0.036788945820841155,0.6791805382309136
exp58-mammals,512,complex_traits,train,per_subset,distal,embed_minus_dot_varpos_middle,0.5327102803738317,0.02411663818372561,428,0,0.09590003740612346,0.8784736250942607
exp58-mammals,512,complex_traits,train,per_subset,distal,llr,0.4976635514018692,0.024168148354360618,428,0,0.5576377498559687,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,logp_ref,0.48364485981308414,0.024155479119047002,428,0,0.7657693627093343,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,minus_entropy,0.5186915887850467,0.02415151862007479,428,0,0.23423063729066576,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,minus_llr,0.5023364485981309,0.024168148354360618,428,0,0.48072765751316765,1.0
exp58-mammals,512,complex_traits,train,per_subset,distal,minus_logp_alt,0.5093457943925234,0.024164189931870004,428,0,0.367568859011381,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,abs_llr,0.7192982456140351,0.05951680869324381,57,0,0.0006317797362177315,0.20581352790752452
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_flat_last,0.6491228070175439,0.06321258874556504,57,0,0.01657198389375272,0.5473315781422917
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_flat_middle,0.6491228070175439,0.06321258874556504,57,0,0.01657198389375272,0.5473315781422917
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_lastpos_last,0.631578947368421,0.06389231354388253,57,0,0.03136834017791424,0.6239006886214987
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_lastpos_middle,0.6666666666666666,0.062439054105446264,57,0,0.008174051948688072,0.4824030658242141
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_mean_last,0.6666666666666666,0.062439054105446264,57,0,0.008174051948688072,0.4824030658242141
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_mean_middle,0.6491228070175439,0.06321258874556504,57,0,0.01657198389375272,0.5473315781422917
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_varpos_last,0.6842105263157895,0.06156817388058966,57,0,0.0037540877670751,0.3048771992325783
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_cosine_varpos_middle,0.543859649122807,0.06597132965516611,57,0,0.2983208801865413,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_flat_last,0.7017543859649122,0.060595751073313456,57,0,0.0016007718837251906,0.20581352790752452
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_flat_middle,0.6491228070175439,0.06321258874556504,57,0,0.01657198389375272,0.5473315781422917
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_lastpos_last,0.5614035087719298,0.06572532011099606,57,0,0.21352142825162762,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_lastpos_middle,0.7017543859649122,0.060595751073313456,57,0,0.0016007718837251906,0.20581352790752452
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_mean_last,0.6666666666666666,0.062439054105446264,57,0,0.008174051948688072,0.4824030658242141
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_mean_middle,0.6666666666666666,0.062439054105446264,57,0,0.008174051948688072,0.4824030658242141
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_varpos_last,0.543859649122807,0.06597132965516611,57,0,0.2983208801865413,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_l2_varpos_middle,0.5964912280701754,0.06498170362001764,57,0,0.09242524120820922,0.8784736250942607
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_flat_last,0.5087719298245614,0.0662164252225103,57,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_flat_middle,0.47368421052631576,0.06613482762500456,57,0,0.7016791198134587,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_lastpos_last,0.45614035087719296,0.06597132965516611,57,0,0.7864785717483724,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_lastpos_middle,0.5087719298245614,0.0662164252225103,57,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_mean_last,0.5614035087719298,0.06572532011099606,57,0,0.21352142825162762,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_mean_middle,0.47368421052631576,0.06613482762500456,57,0,0.7016791198134587,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_varpos_last,0.5614035087719298,0.06572532011099606,57,0,0.21352142825162762,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,embed_minus_dot_varpos_middle,0.47368421052631576,0.06613482762500456,57,0,0.7016791198134587,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,llr,0.2807017543859649,0.05951680869324381,57,0,0.9997699974956756,1.0
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,logp_ref,0.6929824561403509,0.061094946473478066,57,7,0.0013010857283610733,0.20581352790752452
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,minus_entropy,0.6842105263157895,0.06156817388058966,57,0,0.0037540877670751,0.3048771992325783
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,minus_llr,0.7192982456140351,0.05951680869324381,57,0,0.0006317797362177315,0.20581352790752452
exp58-mammals,512,complex_traits,train,per_subset,missense_variant,minus_logp_alt,0.7192982456140351,0.05951680869324381,57,0,0.0006317797362177315,0.20581352790752452
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,abs_llr,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_flat_last,0.4166666666666667,0.14231876063832774,12,0,0.80615234375,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_flat_middle,0.6666666666666666,0.13608276348795434,12,0,0.19384765625,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_lastpos_last,0.5833333333333334,0.14231876063832777,12,0,0.38720703125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_lastpos_middle,0.5833333333333334,0.14231876063832777,12,0,0.38720703125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_mean_last,0.3333333333333333,0.13608276348795434,12,0,0.927001953125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_mean_middle,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_varpos_last,0.3333333333333333,0.13608276348795434,12,0,0.927001953125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_cosine_varpos_middle,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_flat_last,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_flat_middle,0.6666666666666666,0.13608276348795434,12,0,0.19384765625,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_lastpos_last,0.75,0.125,12,0,0.072998046875,0.8161272321428571
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_lastpos_middle,0.5833333333333334,0.14231876063832777,12,0,0.38720703125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_mean_last,0.3333333333333333,0.13608276348795434,12,0,0.927001953125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_mean_middle,0.5833333333333334,0.14231876063832777,12,0,0.38720703125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_varpos_last,0.3333333333333333,0.13608276348795434,12,0,0.927001953125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_l2_varpos_middle,0.5833333333333334,0.14231876063832777,12,0,0.38720703125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_flat_last,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_flat_middle,0.5833333333333334,0.14231876063832777,12,0,0.38720703125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_lastpos_last,0.6666666666666666,0.13608276348795434,12,0,0.19384765625,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_lastpos_middle,0.4166666666666667,0.14231876063832774,12,0,0.80615234375,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_mean_last,0.6666666666666666,0.13608276348795434,12,0,0.19384765625,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_mean_middle,0.3333333333333333,0.13608276348795434,12,0,0.927001953125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_varpos_last,0.4166666666666667,0.14231876063832774,12,0,0.80615234375,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,embed_minus_dot_varpos_middle,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,llr,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,logp_ref,0.3333333333333333,0.13608276348795434,12,0,0.927001953125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,minus_entropy,0.5833333333333334,0.14231876063832777,12,0,0.38720703125,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,minus_llr,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,non_coding_transcript_exon_variant,minus_logp_alt,0.5,0.14433756729740643,12,0,0.61279296875,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,abs_llr,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_flat_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_flat_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_lastpos_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_lastpos_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_mean_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_mean_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_varpos_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_cosine_varpos_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_flat_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_flat_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_lastpos_last,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_lastpos_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_mean_last,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_mean_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_varpos_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_l2_varpos_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_flat_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_flat_middle,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_lastpos_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_lastpos_middle,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_mean_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_mean_middle,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_varpos_last,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,embed_minus_dot_varpos_middle,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,llr,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,logp_ref,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,minus_entropy,1.0,0.0,1,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,minus_llr,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,splicing,minus_logp_alt,0.0,0.0,1,0,1.0,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,abs_llr,0.3333333333333333,0.19245008972987526,6,0,0.890625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_flat_last,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_flat_middle,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_lastpos_last,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_lastpos_middle,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_mean_last,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_mean_middle,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_varpos_last,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_cosine_varpos_middle,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_flat_last,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_flat_middle,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_lastpos_last,0.3333333333333333,0.19245008972987526,6,0,0.890625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_lastpos_middle,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_mean_last,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_mean_middle,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_varpos_last,0.3333333333333333,0.19245008972987526,6,0,0.890625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_l2_varpos_middle,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_flat_last,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_flat_middle,0.8333333333333334,0.15214515486254612,6,0,0.109375,0.9264705882352942
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_lastpos_last,0.8333333333333334,0.15214515486254612,6,0,0.109375,0.9264705882352942
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_lastpos_middle,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_mean_last,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_mean_middle,0.3333333333333333,0.19245008972987526,6,0,0.890625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_varpos_last,0.8333333333333334,0.15214515486254612,6,0,0.109375,0.9264705882352942
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,embed_minus_dot_varpos_middle,0.5,0.2041241452319315,6,0,0.65625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,llr,0.3333333333333333,0.19245008972987526,6,0,0.890625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,logp_ref,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,minus_entropy,0.3333333333333333,0.19245008972987526,6,0,0.890625,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,minus_llr,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,synonymous_variant,minus_logp_alt,0.6666666666666666,0.19245008972987526,6,0,0.34375,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,abs_llr,0.4482758620689655,0.09234952598786016,29,0,0.77087084017694,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_flat_last,0.5517241379310345,0.09234952598786016,29,0,0.355535551905632,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_flat_middle,0.4482758620689655,0.09234952598786016,29,0,0.77087084017694,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_lastpos_last,0.4827586206896552,0.09279245191499011,29,0,0.644464448094368,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_lastpos_middle,0.5172413793103449,0.09279245191499011,29,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_mean_last,0.3103448275862069,0.08590911709007583,29,0,0.987940227612853,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_mean_middle,0.3793103448275862,0.0901022421425571,29,0,0.9319770261645317,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_varpos_last,0.5517241379310345,0.09234952598786016,29,0,0.355535551905632,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_cosine_varpos_middle,0.4827586206896552,0.09279245191499011,29,0,0.644464448094368,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_flat_last,0.5172413793103449,0.09279245191499011,29,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_flat_middle,0.4482758620689655,0.09234952598786016,29,0,0.77087084017694,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_lastpos_last,0.5862068965517241,0.09145723911072252,29,0,0.22912915982306004,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_lastpos_middle,0.4827586206896552,0.09279245191499011,29,0,0.644464448094368,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_mean_last,0.3103448275862069,0.08590911709007583,29,0,0.987940227612853,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_mean_middle,0.3793103448275862,0.0901022421425571,29,0,0.9319770261645317,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_varpos_last,0.4482758620689655,0.09234952598786016,29,0,0.77087084017694,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_l2_varpos_middle,0.5172413793103449,0.09279245191499011,29,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_flat_last,0.5862068965517241,0.09145723911072252,29,0,0.22912915982306004,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_flat_middle,0.4827586206896552,0.09279245191499011,29,0,0.644464448094368,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_lastpos_last,0.4827586206896552,0.09279245191499011,29,0,0.644464448094368,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_lastpos_middle,0.41379310344827586,0.09145723911072252,29,0,0.867534551769495,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_mean_last,0.7586206896551724,0.07946270842617657,29,0,0.004065029323101044,0.3048771992325783
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_mean_middle,0.5172413793103449,0.09279245191499011,29,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_varpos_last,0.4482758620689655,0.09234952598786016,29,0,0.77087084017694,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,embed_minus_dot_varpos_middle,0.5517241379310345,0.09234952598786016,29,0,0.355535551905632,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,llr,0.5172413793103449,0.09279245191499011,29,0,0.5,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,logp_ref,0.6206896551724138,0.0901022421425571,29,0,0.132465448230505,0.9900938958254974
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,minus_entropy,0.4827586206896552,0.09279245191499011,29,0,0.644464448094368,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,minus_llr,0.4827586206896552,0.09279245191499011,29,0,0.644464448094368,1.0
exp58-mammals,512,complex_traits,train,per_subset,tss_proximal,minus_logp_alt,0.3793103448275862,0.0901022421425571,29,0,0.9319770261645317,1.0
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,abs_llr,0.6018605771599479,0.06747573911573047,564,0,0.08744611884614967,0.8561028788234372
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_flat_last,0.3762637792111604,0.07149349434847,564,0,0.9364429835675172,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_flat_middle,0.3780536581544095,0.06973498606576847,564,0,0.9380871696844943,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_lastpos_last,0.3928832918583923,0.09041318675518174,564,0,0.8626111496583093,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_lastpos_middle,0.39357970336734527,0.06113732038261178,564,0,0.937357395481826,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_mean_last,0.4018946061980604,0.06355771559923457,564,0,0.9166979901999814,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_mean_middle,0.3498401781120542,0.06473657818550531,564,0,0.9732851284798861,0.9816137423191624
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_varpos_last,0.4693953149470518,0.07598940941656349,564,0,0.6504255585801741,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_cosine_varpos_middle,0.39126967131816004,0.07330036857982085,564,0,0.9092260510679829,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_flat_last,0.3532083461554305,0.06202846097950325,564,0,0.9750696507037013,0.9816137423191624
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_flat_middle,0.39902159321927116,0.07264614885891786,564,0,0.8964368084901754,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_lastpos_last,0.41634895125341553,0.0728372783303664,564,0,0.8557480667727222,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_lastpos_middle,0.3913111008265104,0.06198736337983689,564,0,0.9385096806358855,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_mean_last,0.3574397189800153,0.06665598627459425,564,0,0.9651183571671762,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_mean_middle,0.40107580928634834,0.06166415072722593,564,0,0.9236522041840272,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_varpos_last,0.40286659688215054,0.08595251274999112,564,0,0.8521640384542013,0.981297543871384
exp59-mammals,128,complex_traits,train,global_macro,__global_macro__,embed_l2_varpos_middle,0.3815764182854816,0.07450727109651571,564,0,0.9220053368968103,0.981297543871384
